firm_names,data_year,match_name,,word,count
STE TOURISTIQUE MANSOUR TABARKA- COGIT (14),2015,STE TOURISTIQUE MANSOUR TABARKA - COGIT  (15),,V281,0.954545455
CIE DIST ELECTROMENAGER- CDCD (WHIRLPOOL)  (15),2016,CIE DIST ELECTROMENAGER- CDCD (WHIRLPOOL)  (15),,V282,1
CIE DIST ELECTROMENAGER - WHIRLPOOL (14),2015,CIE DIST ELECTROMENAGER- CDCD (WHIRLPOOL)  (15),,V282,0.896551724
STE TOURISTIQUE EL MOURADI  (11),2016,STE TOURISTIQUE EL MOURADI  (11),,V283,1
STE TOURISTIQUE EL MOURADI (12),2015,STE TOURISTIQUE EL MOURADI  (11),,V283,0.952380952
ZITOUNA TAKAFUL,2016,ZITOUNA TAKAFUL,,V284,1
ZITOUNA TAKAFOL,2015,ZITOUNA TAKAFUL,,V284,0.933333333
STE NOUR DISTRIBUTION- SND,2016,STE NOUR DISTRIBUTION- SND,,V285,1
STE NOUR DISTRIBUTION,2015,STE NOUR DISTRIBUTION- SND,,V285,0.893617021
STE TNNE LUBRIEIANTS - SOTULUR,2014,,,V285,0.785714286
STECOM,2016,STECOM,,V286,1
STECOM,2015,STECOM,,V286,1
STECOM,2014,STECOM,,V286,1
CARTONNERIE TUNISIENNE,2016,CARTONNERIE TUNISIENNE,,V287,1
CARTONNERIE TUNISIENNE,2015,CARTONNERIE TUNISIENNE,,V287,1
CARTONNEIUE TENISIENNE,2014,CARTONNERIE TUNISIENNE,,V287,0.954545455
DR.OETKER GIAS   (10),2016,DR.OETKER GIAS   (10),,V288,1
DR.OETKER GIAS (9),2015,DR.OETKER GIAS   (10),,V288,0.871794872
MAGHREB INDUSTRIE PLASTIQUE- MAGRIPLAST,2016,MAGHREB INDUSTRIE PLASTIQUE- MAGRIPLAST,,V289,1
MAGHREB INDUSTRIE PLASTIQUES - MAGRIPLAST,2015,MAGHREB INDUSTRIE PLASTIQUE- MAGRIPLAST,,V289,0.975
BENETTON INDUSTRIELLE TUNISIA,2016,BENETTON INDUSTRIELLE TUNISIA,,V29,1
"BENET T ON INDUSTRIE!,LE TUNISIA",2014,BENETTON INDUSTRIELLE TUNISIA,,V29,0.918032787
PFIZER TUNISIE,2016,PFIZER TUNISIE,,V290,1
FRIES TUNISIE,2014,,,V290,0.888888889
STE TNNE COLLECTE CEREALES- STCC   (8),2016,STE TNNE COLLECTE CEREALES- STCC   (8),,V291,1
STE TNNE COLLECTE CEREALES (10),2014,STE TNNE COLLECTE CEREALES- STCC   (8),,V291,0.84057971
CALEMBO,2016,CALEMBO,,V292,1
CALEMBO,2015,CALEMBO,,V292,1
ELEONETECH  (9),2016,ELEONETECH  (9),,V293,1
ELEONETECH (10),2015,ELEONETECH  (9),,V293,0.866666667
ELEONETECH (11),2014,ELEONETECH  (9),,V293,0.866666667
BIENS EQUIPEMENTS HOTELIERS-BEH,2016,BIENS EQUIPEMENTS HOTELIERS-BEH,,V294,1
BIENS EQUIPEMENTS HOTELIERES- BEH,2015,BIENS EQUIPEMENTS HOTELIERS-BEH,,V294,0.96875
BIENS EQUIPEMENTS HOTELIERES - BEH,2014,BIENS EQUIPEMENTS HOTELIERS-BEH,,V294,0.953846154
COMPAGNIE FROMAGERE  (5),2016,COMPAGNIE FROMAGERE  (5),,V295,1
COMPAGNIE FROMAGERE (5),2015,COMPAGNIE FROMAGERE  (5),,V295,0.978723404
COMPAGNIE EROMAGERE (4),2014,COMPAGNIE FROMAGERE  (5),,V295,0.893617021
CIE AFRICAINE PEINTURES- CAP VALENTINE  (15),2016,CIE AFRICAINE PEINTURES- CAP VALENTINE  (15),,V296,1
CIE AFRICAINE PEINTURES- VALENTINE (14),2015,CIE AFRICAINE PEINTURES- CAP VALENTINE  (15),,V296,0.915662651
SERVITRADE,2016,SERVITRADE,,V297,1
SERVITRADE,2015,SERVITRADE,,V297,1
SERVTTRADE,2014,SERVITRADE,,V297,0.9
SOFAP  (17),2016,SOFAP  (17),,V298,1
SOFAP (15),2015,SOFAP  (17),,V298,0.857142857
AB PROMOTION (13),2016,AB PROMOTION (13),,V299,1
ENTREPRISE TNNE ACTIVITE PETROLIERES- ETAP,2016,ENTREPRISE TNNE ACTIVITE PETROLIERES- ETAP,,V3,1
ENTREPRISE TNNE ACTI.PETROLIERES- ETAP,2015,ENTREPRISE TNNE ACTIVITE PETROLIERES- ETAP,,V3,0.925
ENTREPRISE ACT. PETROLIERES - ETAP,2014,ENTREPRISE TNNE ACTIVITE PETROLIERES- ETAP,,V3,0.868421053
STAR,2016,STAR,,V30,1
STAR,2015,STAR,,V30,1
STAR,2014,STAR,,V30,1
STE PLACEMENT DEVELOPPEMENT TOURISTIQUE  (2),2016,STE PLACEMENT DEVELOPPEMENT TOURISTIQUE  (2),,V300,1
STE PLACEMENT DEVELOPPEMENT TOURISTIQUE (2),2015,STE PLACEMENT DEVELOPPEMENT TOURISTIQUE  (2),,V300,0.988505747
SEE PLACEMENT DEVELOPPEMENT TOURISTTQUE (3),2014,STE PLACEMENT DEVELOPPEMENT TOURISTIQUE  (2),,V300,0.942528736
TUNISIE MICRO-INFORMATIQUE-TMI,2016,TUNISIE MICRO-INFORMATIQUE-TMI,,V301,1
TUNISIE MICRO-INFORMATIQUE - TMI,2015,TUNISIE MICRO-INFORMATIQUE-TMI,,V301,0.967741935
TEMSIE MICRO-INFORMATIQGE,2014,TUNISIE MICRO-INFORMATIQUE-TMI,,V301,0.836363636
AL NASEEM  (10),2016,AL NASEEM  (10),,V302,1
SOCIETE AL KHOUTAF,2016,SOCIETE AL KHOUTAF,,V303,1
SOCIETE AL KHOUTAF,2015,SOCIETE AL KHOUTAF,,V303,1
SOCIETE AE KHOUTAE,2014,SOCIETE AL KHOUTAF,,V303,0.888888889
STE EMBALLAGE SAHEL,2016,STE EMBALLAGE SAHEL,,V304,1
STE EMBALLAGE SAHEL,2015,STE EMBALLAGE SAHEL,,V304,1
SEE EMBAELAGE SAHEL,2014,STE EMBALLAGE SAHEL,,V304,0.894736842
ABV TUNISIE  (12),2016,ABV TUNISIE  (12),,V305,1
ABV TUNISIE (11),2015,ABV TUNISIE  (12),,V305,0.909090909
ABV TENISIE (13),2014,ABV TUNISIE  (12),,V305,0.848484848
CSM GIAS TRADING  (10),2016,CSM GIAS TRADING  (10),,V306,1
EMBALLAGES METALLIQUES SFAX- EMS  (17),2016,EMBALLAGES METALLIQUES SFAX- EMS  (17),,V307,1
STE FERMETURE EMBALLAGES EN PLASTIQUE (2),2015,,,V307,0.759493671
SEPT MOLKA  (11),2016,SEPT MOLKA  (11),,V308,1
STE EL HAMMAM (11),2015,,,V308,0.764705882
GROUPE MSF-ROTOPLAST,2016,GROUPE MSF-ROTOPLAST,,V309,1
GIIOUPE MSE-ROTOPLAST,2014,GROUPE MSF-ROTOPLAST,,V309,0.87804878
STE ENNAKL,2016,STE ENNAKL,,V31,1
STE ENNAKL,2015,STE ENNAKL,,V31,1
STE ENNAKL,2014,STE ENNAKL,,V31,1
ESSOUKNA,2016,ESSOUKNA,,V310,1
ESSOUKNA,2015,ESSOUKNA,,V310,1
ESSOUKNA,2014,ESSOUKNA,,V310,1
BEST LEASE,2016,BEST LEASE,,V311,1
BEST LEASE,2015,BEST LEASE,,V311,1
MODERN  LEASING,2016,MODERN  LEASING,,V312,1
MODERN LEASING,2015,MODERN  LEASING,,V312,0.965517241
FOCUS,2016,FOCUS,,V313,1
PIRECO,2016,PIRECO,,V314,1
SERVICOM,2015,,,V314,0.714285714
PLASTIC SFAX,2016,PLASTIC SFAX,,V315,1
PLASTIC SFAX,2015,PLASTIC SFAX,,V315,1
AMADEUS TUNISIE,2016,AMADEUS TUNISIE,,V316,1
AMADEUS TUNISIE (6),2015,AMADEUS TUNISIE,,V316,0.882352941
SODIMAC  (17),2016,SODIMAC  (17),,V317,1
SODIMAC (15),2015,SODIMAC  (17),,V317,0.88
SODIMAC (15),2014,SODIMAC  (17),,V317,0.88
FILATURE ITALIENNE,2016,FILATURE ITALIENNE,,V318,1
FILATURE ITALIENNE,2015,FILATURE ITALIENNE,,V318,1
FILATURE ITAEIENNE,2014,FILATURE ITALIENNE,,V318,0.944444444
NEW AMICO,2016,NEW AMICO,,V319,1
DEMCO KNITWEAR,2015,,,V319,0.782608696
DEMCO KNITWEAR,2014,,,V319,0.782608696
LA POSTE TUNISIENNE,2016,LA POSTE TUNISIENNE,,V32,1
LA POSTE TUNISIENNE,2015,LA POSTE TUNISIENNE,,V32,1
LA POSTE TUNISIENNE,2014,LA POSTE TUNISIENNE,,V32,1
ABDENNADHER BRICOLAGE CENTER-ABC (13),2016,ABDENNADHER BRICOLAGE CENTER-ABC (13),,V320,1
BUANDERIE CENTRALE EL MOURADI (12),2015,,,V320,0.76056338
GIF FILTER,2016,GIF FILTER,,V321,1
GIF FILTER,2015,GIF FILTER,,V321,1
GIF FILTER,2014,GIF FILTER,,V321,1
STE IMMOB TOURISTIQUE TUNISIE SITT AFRICA  (11),2016,STE IMMOB TOURISTIQUE TUNISIE SITT AFRICA  (11),,V322,1
STE IMMOB TOURISTIQUE TUNISIE SITT AFRICA (12),2015,STE IMMOB TOURISTIQUE TUNISIE SITT AFRICA  (11),,V322,0.967741935
S EE IMMOB TOURISTTQUE TUNISIE - SITE AFRICA (12),2014,STE IMMOB TOURISTIQUE TUNISIE SITT AFRICA  (11),,V322,0.916666667
ISALYS,2016,ISALYS,,V323,1
ISALYS,2015,ISALYS,,V323,1
ISAEYS,2014,ISALYS,,V323,0.833333333
TUNISIE VALEURS,2016,TUNISIE VALEURS,,V324,1
TUNISIE VALEURS,2015,TUNISIE VALEURS,,V324,1
SANI SUD,2016,SANI SUD,,V325,1
SANI SUD,2015,SANI SUD,,V325,1
AMC ERNST & YOUNG,2016,AMC ERNST & YOUNG,,V326,1
AMC ERNST & YOUNG,2015,AMC ERNST & YOUNG,,V326,1
AMC ERNST & YOUNG,2014,AMC ERNST & YOUNG,,V326,1
TUNIMA SARL CHAUSSURES- TUNIMAC,2016,TUNIMA SARL CHAUSSURES- TUNIMAC,,V327,1
ACCUMULATEUR TUNISIEN ASSAD,2015,,,V327,0.862068966
STE TNNE CONDITIONNEMENT- STC,2016,STE TNNE CONDITIONNEMENT- STC,,V328,1
STE TNNE CONDITIONNEMENT -STC,2015,STE TNNE CONDITIONNEMENT- STC,,V328,1
STE TNNE ACCONAGE MANUTENTION,2014,,,V328,0.827586207
CONSORTIUM IMMOBILIERE MAGHREBINE,2016,CONSORTIUM IMMOBILIERE MAGHREBINE,,V329,1
CONSORTIUM IMMOBILIERE MAGHREBINE,2015,CONSORTIUM IMMOBILIERE MAGHREBINE,,V329,1
CONSORTIUM IMMOBILIERE MAGHREBINE,2014,CONSORTIUM IMMOBILIERE MAGHREBINE,,V329,1
STIAL DELICE DANONE (5),2016,STIAL DELICE DANONE (5),,V33,1
STIAL DELICE DANONE (5),2015,STIAL DELICE DANONE (5),,V33,1
STIAL DELICE DANONE (4),2014,STIAL DELICE DANONE (5),,V33,0.956521739
GROUPE HAKIM,2016,GROUPE HAKIM,,V330,1
GROUPE AMORIM,2015,,,V330,0.8
VLT  (11),2016,VLT  (11),,V331,1
VLT (12),2015,VLT  (11),,V331,0.823529412
VLT (12),2014,VLT  (11),,V331,0.823529412
CNIE PROMOTION IMMOB TOURISTIQUE- COPIT  (3),2016,CNIE PROMOTION IMMOB TOURISTIQUE- COPIT  (3),,V332,1
CIE PROMOTION IMMOB.TOURISTIQUE- COPIT (3),2015,CNIE PROMOTION IMMOB TOURISTIQUE- COPIT  (3),,V332,0.953488372
HHW TRADING  (8),2016,HHW TRADING  (8),,V333,1
H.H.W TRADING (8),2015,HHW TRADING  (8),,V333,0.909090909
H.H.W TRADING (10),2014,HHW TRADING  (8),,V333,0.823529412
PANOBOIS  (11),2016,PANOBOIS  (11),,V334,1
PANOBOIS (12),2015,PANOBOIS  (11),,V334,0.888888889
PANOBOIS (12),2014,PANOBOIS  (11),,V334,0.888888889
CENTRALE DISTRIBUTION AUTOMOBILE- CDA,2016,CENTRALE DISTRIBUTION AUTOMOBILE- CDA,,V335,1
CENTRALE DISTRIBUTION AUTOMOBILE,2015,CENTRALE DISTRIBUTION AUTOMOBILE- CDA,,V335,0.927536232
CENTRAEE DISTRIBUTION AUT OMOBILE,2014,CENTRALE DISTRIBUTION AUTOMOBILE- CDA,,V335,0.914285714
ALMIA REFRIGERATION,2016,ALMIA REFRIGERATION,,V336,1
ALMIA REFRIGERATION,2015,ALMIA REFRIGERATION,,V336,1
AEMIA REFRIGERATION,2014,ALMIA REFRIGERATION,,V336,0.947368421
GRANUPHOS SA,2016,GRANUPHOS SA,,V337,1
GRANUPHOS SA,2015,GRANUPHOS SA,,V337,1
GRANUPHOS SA,2014,GRANUPHOS SA,,V337,1
STE HOT MOURADI GOLF-MOURADI PALACE  (11),2016,STE HOT MOURADI GOLF-MOURADI PALACE  (11),,V338,1
STE HOT MOURADI GOLF- MOURADI PALACE (12),2015,STE HOT MOURADI GOLF-MOURADI PALACE  (11),,V338,0.975609756
SEE HOT MOURADIGOLE-MOURADI PALACE (12),2014,STE HOT MOURADI GOLF-MOURADI PALACE  (11),,V338,0.9
SOTRAPIL,2016,SOTRAPIL,,V339,1
SOTRAPIL,2015,SOTRAPIL,,V339,1
SOTRAPIL,2014,SOTRAPIL,,V339,1
LES CIMENTS ENFIDHA,2016,LES CIMENTS ENFIDHA,,V34,1
LES CIMENTS ENFIDHA,2015,LES CIMENTS ENFIDHA,,V34,1
LES CIMENTS D'ENFIDHA,2014,LES CIMENTS ENFIDHA,,V34,0.95
CENTRALE TNNE INDUSTRIE PEINTURE- CETIP,2016,CENTRALE TNNE INDUSTRIE PEINTURE- CETIP,,V340,1
CENTRAEE TNNE INDESTRIE PEINTERE - CETIP,2014,CENTRALE TNNE INDUSTRIE PEINTURE- CETIP,,V340,0.911392405
SMTT  (18),2016,SMTT  (18),,V341,1
SMTT (18),2015,SMTT  (18),,V341,0.947368421
STE HOTELIERE EL KANTAOUI PALMARINA  (11),2016,STE HOTELIERE EL KANTAOUI PALMARINA  (11),,V342,1
STE HOTELIERE EL KANTAOUI PALMARINA (12),2015,STE HOTELIERE EL KANTAOUI PALMARINA  (11),,V342,0.962962963
STE HOTELIERE EL KANTAOUIPAEMAIHNA (12),2014,STE HOTELIERE EL KANTAOUI PALMARINA  (11),,V342,0.9
CIE TNNE DES PLASTIQUES- COTUPLAST,2016,CIE TNNE DES PLASTIQUES- COTUPLAST,,V343,1
STE  INDUSTRIELLE TRANSFORMATION-SIT,2016,STE  INDUSTRIELLE TRANSFORMATION-SIT,,V344,1
GROUPE ADVANCED E-TECHNOLOGIE AETECH,2016,GROUPE ADVANCED E-TECHNOLOGIE AETECH,,V345,1
GROUPE ADVANCED E-TECHNOLOGIE AETECH,2015,GROUPE ADVANCED E-TECHNOLOGIE AETECH,,V345,1
GROUPE ADVANCED E-TECHNOLOGIE AeTECH,2014,GROUPE ADVANCED E-TECHNOLOGIE AETECH,,V345,0.972222222
CENTRE NATIONAL INFORMATIQUE,2016,CENTRE NATIONAL INFORMATIQUE,,V346,1
LES CARRELAGES CHOISIS GABES- CCG,2016,LES CARRELAGES CHOISIS GABES- CCG,,V347,1
LES CARRELAGES CHOISIS GABES,2014,LES CARRELAGES CHOISIS GABES- CCG,,V347,0.918032787
LES CARRELAGES CHOISIS DE GABES,2015,LES CARRELAGES CHOISIS GABES- CCG,,V347,0.90625
GIAS DISTRIBUTION  (10),2016,GIAS DISTRIBUTION  (10),,V348,1
GIAS DISTRIBUTION (9),2015,GIAS DISTRIBUTION  (10),,V348,0.909090909
OVER SEAS TRADING AND CONTRACTING- OSTC,2016,OVER SEAS TRADING AND CONTRACTING- OSTC,,V349,1
OVER SEAS TRADING AND CONTRACTING,2015,OVER SEAS TRADING AND CONTRACTING- OSTC,,V349,0.916666667
STE TUNISO-ANDALOUSE CIMENT RLANC - SOTACIR,2014,,,V349,0.829268293
CENTRALE LAITIERE  MAHDIA -VITALAIT,2016,CENTRALE LAITIERE  MAHDIA -VITALAIT,,V35,1
CENTRALE LAITIERE  MAHDIA - VITALAIT,2015,CENTRALE LAITIERE  MAHDIA -VITALAIT,,V35,0.985915493
CENTRALE LAITIERE MAHDIA - VITAL AIT,2014,CENTRALE LAITIERE  MAHDIA -VITALAIT,,V35,0.985915493
BIODEX,2016,BIODEX,,V350,1
STEDOUXEIL,2014,,,V350,0.625
TISSAGE MEUBLATEX  (11),2016,TISSAGE MEUBLATEX  (11),,V351,1
TISSAGE MEUBLATEX (12),2015,TISSAGE MEUBLATEX  (11),,V351,0.933333333
TISSAGE MEUBLATEX (12),2014,TISSAGE MEUBLATEX  (11),,V351,0.933333333
SOBITEX,2016,SOBITEX,,V352,1
SORITEX,2014,SOBITEX,,V352,0.857142857
SNIT-SUD,2016,SNIT-SUD,,V353,1
SNIT-SUD,2015,SNIT-SUD,,V353,1
SNIT-SUD,2014,SNIT-SUD,,V353,1
STE ALIMENTS BETAIL GHRAIEB  ET  FILS- SABGEF,2016,STE ALIMENTS BETAIL GHRAIEB  ET  FILS- SABGEF,,V354,1
STE ALIMENTS POUR BETAIL GHRAIEB ET FILS,2015,STE ALIMENTS BETAIL GHRAIEB  ET  FILS- SABGEF,,V354,0.847058824
STE ALIMENTS RETAIL GHRAIER FT EILS,2014,STE ALIMENTS BETAIL GHRAIEB  ET  FILS- SABGEF,,V354,0.825
TUNINDUSTRIE,2016,TUNINDUSTRIE,,V355,1
TUNINDUSTRIE,2014,TUNINDUSTRIE,,V355,1
MAMI,2016,MAMI,,V356,1
MAMI,2015,MAMI,,V356,1
MAMI,2014,MAMI,,V356,1
ENERSYS ASSAD,2016,ENERSYS ASSAD,,V357,1
STE BALNEAIRE HAMMAMET SUD BAHAMAS  (11),2016,STE BALNEAIRE HAMMAMET SUD BAHAMAS  (11),,V358,1
STE BALNEAIRE HAMMAMET SUD BAHAMAS (12),2015,STE BALNEAIRE HAMMAMET SUD BAHAMAS  (11),,V358,0.962025316
STE RALNEAIRE HAMMAMET SED RAHAMAS (12),2014,STE BALNEAIRE HAMMAMET SUD BAHAMAS  (11),,V358,0.886075949
L’EQUIPEMENT MODERNE,2016,L’EQUIPEMENT MODERNE,,V359,1
EQUIPEMENT MODEIINE,2014,L’EQUIPEMENT MODERNE,,V359,0.871794872
STAFIM PEUGEOT,2016,STAFIM PEUGEOT,,V36,1
STAFIM PEUGEOT,2015,STAFIM PEUGEOT,,V36,1
STAFIM PEUGEOT,2014,STAFIM PEUGEOT,,V36,1
STE TOURISTIQUE MANSOUR MAHDIA - SOGIT  (15),2016,STE TOURISTIQUE MANSOUR MAHDIA - SOGIT  (15),,V360,1
STE TOURISTIQUE MANSOUR MAHDIA- SOGIT (14),2015,STE TOURISTIQUE MANSOUR MAHDIA - SOGIT  (15),,V360,0.953488372
SNIT CENTRE SOUSSE,2016,SNIT CENTRE SOUSSE,,V361,1
SNIT CENTRE SOUSSE,2015,SNIT CENTRE SOUSSE,,V361,1
SNIT CENTRE SOESSE,2014,SNIT CENTRE SOUSSE,,V361,0.944444444
OFFICE PLAST,2016,OFFICE PLAST,,V362,1
OFFICE PLAST,2015,OFFICE PLAST,,V362,1
FINISHING INTERNATIONAL COMPANY- FIC,2016,FINISHING INTERNATIONAL COMPANY- FIC,,V363,1
COMEX,2016,COMEX,,V364,1
FRIGOLINE,2016,FRIGOLINE,,V365,1
FRIGOLINE,2015,FRIGOLINE,,V365,1
COTUNACE,2016,COTUNACE,,V366,1
COTUNACE,2015,COTUNACE,,V366,1
COTENACE,2014,COTUNACE,,V366,0.875
STE FERMETURE EMBALLAGES PLASTIQUE  (2),2016,STE FERMETURE EMBALLAGES PLASTIQUE  (2),,V367,1
STE FERMETURE EMBALLAGES EN PLASTIQUE (2),2015,STE FERMETURE EMBALLAGES PLASTIQUE  (2),,V367,0.975
SEE FERMETURE EMRAELAGES PLASTIQUE (3),2014,STE FERMETURE EMBALLAGES PLASTIQUE  (2),,V367,0.883116883
STE CONGELATION PROD PÊCHE ET AGR- SOCEPA,2016,STE CONGELATION PROD PÊCHE ET AGR- SOCEPA,,V368,1
STE CONGELATION PDS PÊCHE ET AGR,2015,STE CONGELATION PROD PÊCHE ET AGR- SOCEPA,,V368,0.876712329
STE TNNE MARCHES DE GROS- SOTUMAG,2016,STE TNNE MARCHES DE GROS- SOTUMAG,,V369,1
STE TNNE MARCHES DE GROS- SOTUMAG,2015,STE TNNE MARCHES DE GROS- SOTUMAG,,V369,1
STE TNNE MARCHES GIIOS - SOTEMAG,2014,STE TNNE MARCHES DE GROS- SOTUMAG,,V369,0.923076923
STE  ARTICLE HYGIENE-LILAS,2016,STE  ARTICLE HYGIENE-LILAS,,V37,1
STE ARTICLE HYGIENE - LILAS,2015,STE  ARTICLE HYGIENE-LILAS,,V37,0.981132075
STE ARTICLES HYGIENIQUE - SAII - LILAS,2014,STE  ARTICLE HYGIENE-LILAS,,V37,0.8125
ENFAVET INTERNATONAL,2016,ENFAVET INTERNATONAL,,V370,1
ENFAVET INETRNATONAL,2015,ENFAVET INTERNATONAL,,V370,1
ENFAVETINTERNATONAE,2014,ENFAVET INTERNATONAL,,V370,0.923076923
GROUPE AMORIM,2016,GROUPE AMORIM,,V371,1
GROUPE AMORIM,2015,GROUPE AMORIM,,V371,1
GIIOUPE AMORIM,2014,GROUPE AMORIM,,V371,0.888888889
ABC GROS  (13),2016,ABC GROS  (13),,V372,1
SOHATRAM,2016,SOHATRAM,,V373,1
SOHATRAM,2015,SOHATRAM,,V373,1
SOHATRAM,2014,SOHATRAM,,V373,1
COMETE INTERNATIONAL,2016,COMETE INTERNATIONAL,,V374,1
CRIT,2016,CRIT,,V375,1
CARTE,2015,,,V375,0.666666667
STE TNNE CHAUFFAGE ECLAIRAGE PLOMBERIE- SOTUCEP,2016,STE TNNE CHAUFFAGE ECLAIRAGE PLOMBERIE- SOTUCEP,,V376,1
STE TNNE CHAUFFAGE ECLAIRAGE PLOMBERIE,2015,STE TNNE CHAUFFAGE ECLAIRAGE PLOMBERIE- SOTUCEP,,V376,0.894117647
S EE TNNE CHAUEEAGE ECLAIRAGE PLOMBEIUE,2014,STE TNNE CHAUFFAGE ECLAIRAGE PLOMBERIE- SOTUCEP,,V376,0.860465116
STE TNNE COLLECTE LAIT - SOTUCOLAIT  (2),2016,STE TNNE COLLECTE LAIT - SOTUCOLAIT  (2),,V377,1
STE TNNE COLLECTE LAIT- SOTUCOLAIT (2),2015,STE TNNE COLLECTE LAIT - SOTUCOLAIT  (2),,V377,0.974358974
PROMO FOOD  (15),2016,PROMO FOOD  (15),,V378,1
PROMO FOOD (14),2015,PROMO FOOD  (15),,V378,0.903225806
PROMO FOOD,2014,PROMO FOOD  (15),,V378,0.769230769
ADVENTURE LAND PLATE FORME,2016,ADVENTURE LAND PLATE FORME,,V379,1
PHARMACIE CENTRALE DE TUNISIE,2015,,,V379,0.763636364
TUNISIE CABLES (9),2016,TUNISIE CABLES (9),,V38,1
TUNISIE CABLES (10),2015,TUNISIE CABLES (9),,V38,0.918918919
TUNISIE CABLES (11),2014,TUNISIE CABLES (9),,V38,0.918918919
AVIATION IT SERVICES AFRICA- AISA,2016,AVIATION IT SERVICES AFRICA- AISA,,V380,1
AVIATION IT SERVICES AFRICA- AISA (6),2015,AVIATION IT SERVICES AFRICA- AISA,,V380,0.942857143
OFFICE AVIATION CIVILE AEROI’ORTS - OACA,2014,,,V380,0.821917808
SITS SKANES BEACH  (11),2016,SITS SKANES BEACH  (11),,V381,1
SITS SKANES BEACH (12),2015,SITS SKANES BEACH  (11),,V381,0.933333333
SITS SKANES REACH (12),2014,SITS SKANES BEACH  (11),,V381,0.888888889
STE MATERIEL CLIMATISATION- SMC  (12),2016,STE MATERIEL CLIMATISATION- SMC  (12),,V382,1
STE MATERIEL CLIMATISATION- SMC (11),2015,STE MATERIEL CLIMATISATION- SMC  (12),,V382,0.95890411
STE MATERIEL CLIMATISATION - CMC (13),2014,STE MATERIEL CLIMATISATION- SMC  (12),,V382,0.945945946
CITE NATIONALE  SPORTIVE,2016,CITE NATIONALE  SPORTIVE,,V383,1
CITE NATIONALE  SPORTIVE,2015,CITE NATIONALE  SPORTIVE,,V383,1
CITE NATIONAEE SPORTIVE,2014,CITE NATIONALE  SPORTIVE,,V383,0.936170213
SOTUDEX,2016,SOTUDEX,,V384,1
STEDOUXEIL,2014,SOTUDEX,,V384,0.823529412
CAP BON FRIGORIFIQUE PLUS,2016,CAP BON FRIGORIFIQUE PLUS,,V385,1
CAP BON FRIGORIFIQUE PLUS,2015,CAP BON FRIGORIFIQUE PLUS,,V385,1
INSTANCE NATIONALE TELECOMMUNICATIONS,2016,INSTANCE NATIONALE TELECOMMUNICATIONS,,V386,1
L’INSTANCE NATIONALE TELECOMMUNICATIONS,2015,INSTANCE NATIONALE TELECOMMUNICATIONS,,V386,0.973684211
INSTANCE NATIONAEE TELECOMMUNICATIONS,2014,INSTANCE NATIONALE TELECOMMUNICATIONS,,V386,0.972972973
SNIT NORD,2016,SNIT NORD,,V387,1
SNIT NORD,2015,SNIT NORD,,V387,1
SNITNORD,2014,SNIT NORD,,V387,0.941176471
CEREALIS,2016,CEREALIS,,V388,1
CEREALIS,2015,CEREALIS,,V388,1
IGL INDUSTRIE  (20),2016,IGL INDUSTRIE  (20),,V389,1
IGL INDUSTRIE (20),2015,IGL INDUSTRIE  (20),,V389,0.972972973
AURES-CITROEN (6),2016,AURES-CITROEN (6),,V39,1
AURES - CITROEN (7),2015,AURES-CITROEN (6),,V39,0.888888889
ABOU WALID TRADING,2016,ABOU WALID TRADING,,V390,1
ABOU WALID TRADING,2015,ABOU WALID TRADING,,V390,1
AROE WAEID TRADING,2014,ABOU WALID TRADING,,V390,0.833333333
PC RETAIL OUTLET- PRO  (20),2016,PC RETAIL OUTLET- PRO  (20),,V391,1
PC RETAIL OUTLET (20),2015,PC RETAIL OUTLET- PRO  (20),,V391,0.875
GENERAL TRANSPORT INTERNATIONAL,2016,GENERAL TRANSPORT INTERNATIONAL,,V392,1
GENERAL TRANSPORT INTERNATIONAL,2015,GENERAL TRANSPORT INTERNATIONAL,,V392,1
GENERAL TRANSPORT INTERNATIONAL,2014,GENERAL TRANSPORT INTERNATIONAL,,V392,1
GENERALE PEINTURES ET ACCESOIRES- GPA  (15),2016,GENERALE PEINTURES ET ACCESOIRES- GPA  (15),,V393,1
GLE PEINTURES ET ACCESOIRES- GPA (14),2015,GENERALE PEINTURES ET ACCESOIRES- GPA  (15),,V393,0.9
GENERALE DE PRECONTRAINTE,2016,GENERALE DE PRECONTRAINTE,,V394,1
GENERALE DE PRECONTRAINTE,2015,GENERALE DE PRECONTRAINTE,,V394,1
GENEIIALE DE PRECONTRAINTE,2014,GENERALE DE PRECONTRAINTE,,V394,0.941176471
CAP BON FRIGORIFIQUE,2016,CAP BON FRIGORIFIQUE,,V395,1
CAP BON FRIGORIFIQUE,2015,CAP BON FRIGORIFIQUE,,V395,1
CAP BON ERIGORIEIQUE,2014,CAP BON FRIGORIFIQUE,,V395,0.9
MEDICO-CHIRUGICAL,2016,MEDICO-CHIRUGICAL,,V396,1
MEDICO-CHIRUGICAL,2015,MEDICO-CHIRUGICAL,,V396,1
MEDICO-CHIRUGICAL,2014,MEDICO-CHIRUGICAL,,V396,1
VERSUS ALGERIE  (20),2016,VERSUS ALGERIE  (20),,V397,1
VERSUS ALGERIE (20),2015,VERSUS ALGERIE  (20),,V397,0.974358974
CENTRE PIECES INDUST AUTOMOBILE- CPIA,2016,CENTRE PIECES INDUST AUTOMOBILE- CPIA,,V398,1
