firm_names,data_year,word,count
STE TNNE IND RAFFINAGE- STIR,2016,V1,1.0
STE TNNE IND RAFFINAGE - STIR,2015,V1,0.9824561403508771
STE TNNE IND RAFFINAGE - STIR,2014,V1,0.9824561403508771
TUNISAIR,2016,V10,1.0
TUNISAVIA,2015,V10,0.8235294117647058
SAIDA FOOD TRADING (3),2016,V100,1.0
SAIDA FOOD TRADING (3),2015,V100,1.0
MANUFACTURE TNNE VERNIS- MTV (8),2015,V1000,1.0
MANUFACTURE TNNE VERNIS- MTV   (8),2016,V1000,0.9696969696969697
MANUFACTURE TNNE VERNIS - MTV (10),2014,V1000,0.9393939393939394
SPTM CAP MAHDIA (12),2015,V1001,1.0
SPTM CAP MAHDIA  (11),2016,V1001,0.926829268292683
SPTM CAI> MAHDIA (12),2014,V1001,0.926829268292683
STE TNNE TRICOTAGE ET CONFECTION,2015,V1002,1.0
STE TNNE TRICOTAGE FT CONFECTION,2014,V1002,0.96875
UNION FINANCIERE (11),2015,V1003,1.0
UNION FINANCIERE  (12),2016,V1003,0.9302325581395349
UNION EINANCIERE (13),2014,V1003,0.9047619047619048
SOCIETE IMMOB NOTRE DAME (2),2015,V1004,1.0
SOCIETEIMMOB NOTRE DAME (3),2014,V1004,0.9454545454545454
STE MISE VALEUR DEV.AGRICOLE «RAOUDHA» (2),2015,V1005,1.0
STE MISE VALEUR DEV.AGRICOLE «RAOUDHA»  (2),2016,V1005,0.9882352941176471
"STE MISE VAEEER DEV.AGIUCOLE ""RAOEDHA"" (3)",2014,V1005,0.8571428571428572
GHARIANI AUTO,2016,V1006,1.0
GHARIANI AUTO,2015,V1006,1.0
GHARIANI AUTO,2014,V1006,1.0
SOLUTIONS COMPOSITES,2016,V1007,1.0
SOLUTIONS COMPOSITES,2015,V1007,1.0
ORASCOM TELECOM TUNISIE,2014,V1007,0.7441860465116279
B&B TRICOT,2015,V1008,1.0
CRIT,2016,V1008,0.5714285714285714
POLY PLAST,2016,V1009,1.0
POLY PLAST,2015,V1009,1.0
POLYPLAST,2014,V1009,0.9473684210526316
STE MEUNIERE TUNISIENNE- SMT  (8),2016,V101,1.0
STE MEUNIERE TUNISIENNE- SMT (8),2015,V101,0.9846153846153847
STE MEUNIERE TUNISIENNE (10),2014,V101,0.8524590163934427
SIED (19),2015,V1010,1.0
SANIMED (13),2016,V1010,0.7619047619047619
GEI (9),2014,V1010,0.75
CONSORTIUM IMMOBILIERE MAGHREBINE,2016,V1011,1.0
CONSORTIUM IMMOBILIERE MAGHREBINE,2015,V1011,1.0
CONSORTIUM IMMOBILIERE MAGHREBINE,2014,V1011,1.0
DOMOTECH SA,2016,V1012,1.0
DOMOTECH SA,2015,V1012,1.0
UNITED CHIMICAL PARTNERS- UCP (14),2015,V1013,1.0
UNITED CHIMICAL PARTNERS - UCP  (15),2016,V1013,0.9428571428571428
SOCIETE WIDED IMPORT EXPORT- WIDEX (8),2015,V1014,1.0
CIE DIST ELECTROMENAGER- CDCD (WHIRLPOOL)  (15),2016,V1014,0.7294117647058824
FRAMEL,2016,V1015,1.0
FRAMEL,2015,V1015,1.0
"FRAME!,",2014,V1015,0.7692307692307692
STE TOURISTIQUE MOURADI TOZEUR (12),2015,V1016,1.0
STE TOURISTIQUE MOURADI TOZEUR  (11),2016,V1016,0.9577464788732395
SLAMA FRUITS ET LEGUMES,2015,V1017,1.0
ARI ES RENAULT TUNISIE,2014,V1017,0.7555555555555555
BUANDERIE CENTRALE EL MOURADI (12),2015,V1018,1.0
BUANDERIE CENTRALE EL MOURADI  (11),2016,V1018,0.9565217391304348
RUANDERIE CENTRALE EL MOUIIADI (12),2014,V1018,0.9565217391304348
ENFAVET INTERNATONAL,2016,V1019,1.0
ENFAVET INETRNATONAL,2015,V1019,1.0
ENFAVETINTERNATONAE,2014,V1019,0.9230769230769231
STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,2016,V102,1.0
ITALO-TNNE EXPLOITATION PETROLIERE - SITEP,2015,V102,0.9655172413793104
ITALO-TNNE EXPLOITATION PETROLIERE - SITEP,2014,V102,0.9655172413793104
STE TNNE IND RAFFINAGE - STIR,2015,V1020,1.0
STE TNNE IND RAFFINAGE - STIR,2014,V1020,1.0
STE TNNE IND RAFFINAGE- STIR,2016,V1020,0.9824561403508771
STE TNNE ELECTR GAZ -STEG,2014,V1021,1.0
STE TNNE ELECTRICITE GAZ- STEG,2016,V1021,0.9090909090909091
STE TNNE ELECTRICITE GAZ- STEG,2015,V1021,0.9090909090909091
ENTREPRISE ACT. PETROLIERES - ETAP,2014,V1022,1.0
ENTREPRISE TNNE ACTI.PETROLIERES- ETAP,2015,V1022,0.9166666666666666
ENTREPRISE TNNE ACTIVITE PETROLIERES- ETAP,2016,V1022,0.868421052631579
GROUPE CHIMIQUE TUNISIEN (1),2014,V1023,1.0
GROUPE CHIMIQUE TUNISIEN (4),2016,V1023,0.9642857142857143
GROUPE CHIMIQUE TUNISIEN (4),2015,V1023,0.9642857142857143
TUNISIE TELECOM,2016,V1024,1.0
TUNISIE TELECOM,2015,V1024,1.0
TUNISIE TELECOM,2014,V1024,1.0
STE NAT DISTRIBUTION PETROLE - AGIL,2014,V1025,1.0
STE NAT DISTRIBUTION PETROLE- AGIL,2016,V1025,0.9855072463768116
STE NAT DISTRIBUTION PETROLE- AGIL,2015,V1025,0.9855072463768116
ORASCOM TELECOM TUNISIE,2014,V1026,1.0
SOCIETE COMMERCIALE TUNISIENNE,2015,V1026,0.8301886792452831
STE COMMERCIALE TUNISIENNE- SOCOTU,2016,V1026,0.8070175438596492
REGIE NAT.TABACS ALLUMETTES,2014,V1027,1.0
REGIE NATIONALE TABACS ALLUMETTES - RNTA,2016,V1027,0.7761194029850746
REGIE NATIONALE TABACS ALLUMETTES - RNTA,2015,V1027,0.7761194029850746
PHARMACIE CENTRALE DE TUNISIE,2016,V1028,1.0
PHARMACIE CENTRALE DE TUNISIE,2015,V1028,1.0
PHARMACIE CENTRALE DE TUNISIE,2014,V1028,1.0
TOTAL TUNISIE,2016,V1029,1.0
TOTAL TUNISIE,2015,V1029,1.0
TOTAL TUNISIE,2014,V1029,1.0
CARTE,2016,V103,1.0
CARTE,2015,V103,1.0
CARTE,2014,V103,1.0
CIE PHOSPHATES GAFSA(l),2014,V1030,1.0
CIE PHOSPHATES GAFSA (4),2015,V1030,0.9361702127659575
CIE PHOSPHATES GAFSA- CPG  (4),2016,V1030,0.8301886792452831
VIVO ENERGY TUNISIE (ANCIEN SHELL),2015,V1031,1.0
VIVO ENERGY TUNISIE (ANCIEN SHELL),2014,V1031,1.0
AGENCE TUNISIENNE SOLIDARITE,2016,V1031,0.8064516129032258
LEONI TUNISIA GROUP,2016,V1032,1.0
LEONI TUNISIA GROUP,2015,V1032,1.0
LEONI TUNISIA GROUP,2014,V1032,1.0
SOCOGES(4),2014,V1033,1.0
SOCOGES (5),2016,V1033,0.8571428571428572
SOCOGES (5),2015,V1033,0.8571428571428572
CARREFOUR,2016,V1034,1.0
CARREFOUR,2015,V1034,1.0
CARREFOUR,2014,V1034,1.0
STE FABRICATION BOISSONS T UNISIE,2014,V1035,1.0
STE FABRICATION BOISSONS TUNISIE- SFBT (2),2015,V1035,0.88
MAGASIN GENERAL,2016,V1036,1.0
MAGASIN GENERAL,2015,V1036,1.0
MAGASIN GENERAL,2014,V1036,1.0
NOUVELAIR (8),2014,V1037,1.0
NOUVELAIR (7),2016,V1037,0.9230769230769231
NOUVELAIR,2015,V1037,0.8181818181818181
MONOPRIX (6),2014,V1038,1.0
MONOPRIX (3),2016,V1038,0.9166666666666666
MONOPRIX (3),2015,V1038,0.9166666666666666
OFFICE NATIONAL HUILE - ONH,2014,V1039,1.0
OFFICE NATIONAL HUILE- ONH,2016,V1039,0.9811320754716981
OFFICE NATIONAL HUILE- ONH,2015,V1039,0.9811320754716981
ACCUMULATEUR TUNISIEN ASSAD,2016,V104,1.0
ACCUMULATEUR TUNISIEN ASSAD,2015,V104,1.0
LACCUMULATEUR TUNISIEN ASSAD,2014,V104,0.9818181818181818
STE EMBAL.ALU. BOISSONS GAZEUSES (3),2014,V1040,1.0
STE EMBALL.ALUMINIUM BOISSONS GAZEUSES (2),2016,V1040,0.8717948717948718
STE EMBALL.ALUMINIUM BOISSONS GAZEUSES- SEABG (2),2015,V1040,0.8
CIE TNNE NAVIGATION- CTN,2015,V1041,1.0
CIE TNNE NAVIGATION -CTN,2014,V1041,1.0
CIE TNNE NAVIGATION - CTN,2016,V1041,0.9795918367346939
CARTHAGE POWER COMPANY,2016,V1042,1.0
CARTHAGE POWER COMPANY,2015,V1042,1.0
CARTHAGE POWER COMPANY,2014,V1042,1.0
ORANGE TUNISIE,2016,V1043,1.0
ORANGE TUNISIE,2015,V1043,1.0
ORANGE TUNISIE,2014,V1043,1.0
"BENET T ON INDUSTRIE!,LE TUNISIA",2014,V1044,1.0
BENETTON INDUSTRIELLE TUNISIA,2016,V1044,0.9180327868852459
SONEDE,2015,V1045,1.0
SONEDE,2014,V1045,1.0
CLC DELICE (4),2014,V1046,1.0
CLC DELICE (5),2016,V1046,0.9285714285714286
CLC DELICE (5),2015,V1046,0.9285714285714286
JOHNSON CONTROLS TUNISIA,2015,V1047,1.0
JOHNSON CONTROLS TUNISIA,2014,V1047,1.0
COMPTOIR NATIONAL TUNISIEN,2016,V1047,0.76
STIAL DELICE DANONE (4),2014,V1048,1.0
STIAL DELICE DANONE (5),2016,V1048,0.9565217391304348
STIAL DELICE DANONE (5),2015,V1048,0.9565217391304348
OFFICE AVIATION CIVILE AEROI’ORTS - OACA,2014,V1049,1.0
OFFICE AVIATION CIVILE AEROPORTS- OACA,2016,V1049,0.9487179487179487
OFFICE AVIATION CIVILE AEROPORTS-OACA,2015,V1049,0.935064935064935
STE TNNE BOISSONS GAZEUSES - STBG (2),2016,V105,1.0
STE TNNE BOISSONS GAZEUSES - STBG (2),2015,V105,1.0
MANUFACTURE TABACS KAIROUAN - MTK,2014,V1050,1.0
MANUFACTURE TABACS KAIROUAN- MTK,2016,V1050,0.9846153846153847
STE ENNAKL,2016,V1051,1.0
STE ENNAKL,2015,V1051,1.0
STE ENNAKL,2014,V1051,1.0
LA POSTE TUNISIENNE,2016,V1052,1.0
LA POSTE TUNISIENNE,2015,V1052,1.0
LA POSTE TUNISIENNE,2014,V1052,1.0
MEDCOM (7),2015,V1053,1.0
MEDCOM (7),2014,V1053,1.0
MEDCOM (6),2016,V1053,0.9
STAR,2016,V1054,1.0
STAR,2015,V1054,1.0
STAR,2014,V1054,1.0
STAFIM PEUGEOT,2016,V1055,1.0
STAFIM PEUGEOT,2015,V1055,1.0
STAFIM PEUGEOT,2014,V1055,1.0
TUNISIE CABLES (11),2014,V1056,1.0
TUNISIE CABLES (10),2015,V1056,0.9473684210526316
TUNISIE CABLES (9),2016,V1056,0.9189189189189189
LES CIMENTS D'ENFIDHA,2014,V1057,1.0
LES CIMENTS ENFIDHA,2016,V1057,0.95
LES CIMENTS ENFIDHA,2015,V1057,0.95
STE NUTRITION ANIMALE (2),2014,V1058,1.0
TTE INTERNATIONAL (9),2016,V1058,0.8260869565217391
STE TNNE SIDERURGIE,2014,V1059,1.0
GLE INDUSTRIE PEINTURE,2015,V1059,0.8780487804878049
ASTRAL,2016,V106,1.0
ASTRAL,2014,V106,1.0
LES CIMENTS JREL EL OUST,2014,V1060,1.0
LES CIMENTS JBEL EL OUST,2016,V1060,0.9583333333333334
LES CIMENTS JBEL EL OUST,2015,V1060,0.9583333333333334
AURES - CITROEN lonkil,2014,V1061,1.0
AURES - CITROEN (7),2015,V1061,0.7804878048780488
AURES-CITROEN (6),2016,V1061,0.717948717948718
IIANNIRAL LEASE,2014,V1062,1.0
HANNIBAL LEASE,2016,V1062,0.8275862068965517
HANNIBAL LEASE,2015,V1062,0.8275862068965517
STE CHIMIQUE ALKIMIA,2016,V1063,1.0
STE CHIMIQUE ALKIMIA,2015,V1063,1.0
STE CHIMIQUE ALKIMIA,2014,V1063,1.0
CIE INTERNATIONALE LEASING,2014,V1064,1.0
WASHING INTERNATIONAL CIE,2015,V1064,0.9019607843137255
CENTRALE LAITIERE  MAHDIA - VITALAIT,2015,V1065,1.0
CENTRALE LAITIERE MAHDIA - VITAL AIT,2014,V1065,1.0
CENTRALE LAITIERE  MAHDIA -VITALAIT,2016,V1065,0.9859154929577465
ALMES - MEDOIL (2),2014,V1066,1.0
ALMES - MEDOIL (1),2016,V1066,0.9444444444444444
ALMES - MEDOIL (1),2015,V1066,0.9444444444444444
SANCELLA TUNISIE,2016,V1067,1.0
SANCELLA TUNISIE,2015,V1067,1.0
SANCELLA TUNISIE,2014,V1067,1.0
ARI ES RENAULT TUNISIE,2014,V1068,1.0
ARTES RENAULT TUNISIE,2016,V1068,0.9302325581395349
ARTES RENAULT TUNISIE,2015,V1068,0.9302325581395349
GLE BOISSONS INDUSTRIES ALIMENTAIRES (3),2014,V1069,1.0
GLE BOISSONS INDUSTRIES ALIMENTAIRES (2),2016,V1069,0.975
GLE BOISSONS INDUSTRIES ALIMENTAIRES- SGBIA (2),2015,V1069,0.896551724137931
STE CONDITIONNEMENT HUILES OLIVES- CHO,2016,V107,1.0
STE CONDITIONNEMENT HUILES OLIVES - CHO,2015,V107,0.987012987012987
SEE CONDITIONNEMENT HEILES -SOCOHEILE,2014,V107,0.9066666666666666
ELMAZRAA(2),2014,V1070,1.0
EL MAZRAA (1),2016,V1070,0.8333333333333334
EL MAZRAA (1),2015,V1070,0.8333333333333334
STE ARTICLES HYGIENIQUE - SAII - LILAS,2014,V1071,1.0
STE ARTICLE HYGIENE - LILAS,2015,V1071,0.8307692307692307
STE  ARTICLE HYGIENE-LILAS,2016,V1071,0.8125
TIMAR TUNISIE SA,2014,V1072,1.0
VARAT TUNISIE,2016,V1072,0.8275862068965517
MEDDIS - GRANT (6),2014,V1073,1.0
MEDDIS - GEANT (3),2015,V1073,0.8888888888888888
MEDDIS- GEANT (3),2016,V1073,0.8571428571428572
STAROIL,2016,V1074,1.0
STAROIL,2015,V1074,1.0
STAROIL,2014,V1074,1.0
STE TNNE CHOCOLATERIE CONFISEIUE - SOTUCHOC (6),2014,V1075,1.0
STE TNNE CHOCOLATERIE CONFISERIE- SOTUCHOC (3),2016,V1075,0.946236559139785
STE TNNE CHOCOLATERIE CONFISERIE- SOTUCHOC (3),2015,V1075,0.946236559139785
SLAMA FRERES (9),2015,V1076,1.0
SLAMA FRERES (9),2014,V1076,1.0
SLAMA FRERES (10),2016,V1076,0.9090909090909091
COMAR,2016,V1077,1.0
COMAR,2015,V1077,1.0
COMAR,2014,V1077,1.0
DICK (2),2014,V1078,1.0
DICK (1),2016,V1078,0.875
DICK (1),2015,V1078,0.875
MANUFACTURING INTERNATIONAL COMPAGNIE,2014,V1079,1.0
MANUFACTORING INTERNATIONAL COMPAGNIE,2015,V1079,0.972972972972973
MANUFACTORING INTERNATIONAL COMPANY- MIC,2016,V1079,0.8831168831168831
CIE TNNE RESSORTS LAMES- COTREL (12),2016,V108,1.0
CIE TNNE RESSORTS LAMES - COTREL (11),2015,V108,0.9589041095890412
CIE TNNE RESSORTS LAMES - COTREL (13),2014,V108,0.9589041095890412
OFFICE NATIONAL ASSAINISSEMENT - ONAS,2015,V1080,1.0
OFFICE NATIONAL ASSAINISSEMENT - ONAS,2014,V1080,1.0
OFFICE NATIONAL ASSAINISSEMENT- ONAS,2016,V1080,0.9863013698630136
STE TNNE BISCUIT ERIE - SOTUBI (6),2014,V1081,1.0
STE TUNISIENNE BISCUITERIE- SOTUBI (3),2016,V1081,0.8611111111111112
STE TUNISIENNE BISCUITERIE- SOTUBI (3),2015,V1081,0.8611111111111112
GAT,2016,V1082,1.0
GAT,2015,V1082,1.0
GAT,2014,V1082,1.0
STE STATIONS THERM. EAUX MINERALES - SOSTEM (3),2014,V1083,1.0
STE STATIONS THERMALES EAUX MINERALES - SOSTEM (2),2016,V1083,0.9278350515463918
STE STATIONS THERMALES EAUX MINERALES - SOSTEM (2),2015,V1083,0.9278350515463918
EL WIFACK LEASING,2016,V1084,1.0
EL WIFACK LEASING,2015,V1084,1.0
EL WIFACK LEASING,2014,V1084,1.0
STE CIMENTS GABES,2014,V1085,1.0
STE CIMENTS DE GABES,2016,V1085,0.9189189189189189
STE CIMENTS DE GABES,2015,V1085,0.9189189189189189
STE NAT CHEMINS FER TUNISIEN - SNCFT,2015,V1086,1.0
STE NAT CHEMINS FER TUNISIEN - SNCFT,2014,V1086,1.0
STE NAT CHEMINS FER TUNISIEN- SNCFT,2016,V1086,0.9859154929577465
OFFICE MARINE MARCHANDE PORTS - OMMP,2014,V1087,1.0
OFFICE MARINE MARCHANDE ET PORTS - OMMP,2015,V1087,0.96
OFFICE MARINE MARCHANDE ET PORTS-OMMP,2016,V1087,0.9589041095890412
ELECTROSTAR (10),2014,V1088,1.0
ELECTROSTAR (8),2016,V1088,0.9032258064516129
ELECTROSTAR (8),2015,V1088,0.9032258064516129
LE MOTEUR (6),2014,V1089,1.0
LE MOTEUR (3),2016,V1089,0.9230769230769231
LE MOTEUR (3),2015,V1089,0.9230769230769231
FLORUS DISTRIBUTION SARL,2016,V109,1.0
FLORUS DISTRIBUTION SARL,2015,V109,1.0
TUNISAIR TECHNICS (5),2014,V1090,1.0
TUNISAIR TECHNICS (6),2015,V1090,0.9523809523809523
TUNISAIR TECHNICS,2016,V1090,0.8947368421052632
UNPA (L'EIM D OR),2014,V1091,1.0
NOUVELAIR (7),2016,V1091,0.7333333333333334
ASSURANCE MUTUELLE ITTIHAD- AMI,2016,V1092,1.0
ASSURANCE MUTUELLEITTIHAD - AMI,2014,V1092,1.0
ASSURANCE MUTUELLE ITTIHAD - AMI,2015,V1092,0.9841269841269842
PROMOSPORT,2015,V1093,1.0
PROMOSPORT,2014,V1093,1.0
GROUPE MSF-ROTOPLAST,2016,V1093,0.6666666666666667
BRASLAM (9),2015,V1094,1.0
BRASLAM (9),2014,V1094,1.0
BRASLAM (10),2016,V1094,0.8695652173913043
CARTHAGO CERAMIC (2),2014,V1095,1.0
CARTHAGO CERAMIC (1),2016,V1095,0.95
CARTHAGO CERAMIC (1),2015,V1095,0.95
ASTREE,2016,V1096,1.0
ASTREE,2015,V1096,1.0
ASTREE,2014,V1096,1.0
STE TNNE INDUST RIE PNEUMATIQUE - SUP,2014,V1097,1.0
STE TNNE INDUSTRIE PNEUMATIQUE - STIP,2015,V1097,0.9459459459459459
STE TNNE INDUSTRIE PNEUMATIQUE- STIP,2016,V1097,0.9315068493150684
STE ASSEMBL. ELECTRIQUE ELECTRONIQUE - SAFE,2014,V1098,1.0
STE FERMETURE EMBALLAGES EN PLASTIQUE (2),2015,V1098,0.8095238095238095
STE TNNE CHAUFFAGE ECLAIRAGE PLOMBERIE- SOTUCEP,2016,V1098,0.8
ELBENE - TUNISIE LAIT,2014,V1099,1.0
STE TNNE EMAIL- SOTEMAIL,2015,V1099,0.8
TOTAL TUNISIE,2016,V11,1.0
TOTAL TUNISIE,2015,V11,1.0
TOTAL TUNISIE,2014,V11,1.0
SOTUDIS (18),2016,V110,1.0
SOTUDIS (18),2015,V110,1.0
STE INDUSTRIES ALIMENTAIRES TUNISIE (6),2014,V1100,1.0
INDUS ALIMENTAIRES TUNISIE- IAT (3),2015,V1100,0.8648648648648649
INDU ALIMENTAIRES TUNISIE- IAT (3),2016,V1100,0.8493150684931507
ASSURANCES MAGHREBIA (13),2014,V1101,1.0
ASSURANCES MAGHREBIA (12),2016,V1101,0.96
ASSURANCES MAGHREBIA (11),2015,V1101,0.96
CIMENTS ARTIFICIELS TUNISIENS - COLACEM,2015,V1102,1.0
CIMENTS ARTIFICIELS TUNISIENS - COLACEM,2014,V1102,1.0
CIMENTS ARTIFICIELS TUNISIENS- COLACEM,2016,V1102,0.987012987012987
COGEPHA,2014,V1103,1.0
GROUPE HAKIM,2016,V1103,0.631578947368421
STE TNNE ACCONAGE MANUTENTION,2014,V1104,1.0
STE TNNE ACCONAGE ET MANUTENTION - STAM,2016,V1104,0.8529411764705882
STE TNNE ACCONAGE ET MANUTENTION - STAM,2015,V1104,0.8529411764705882
CENTRALE LAITIERE NORD (4),2014,V1105,1.0
STIAL DELICE DANONE (5),2016,V1105,0.8163265306122449
LACCUMULATEUR TUNISIEN ASSAD,2014,V1106,1.0
ACCUMULATEUR TUNISIEN ASSAD,2016,V1106,0.9818181818181818
ACCUMULATEUR TUNISIEN ASSAD,2015,V1106,0.9818181818181818
TUNISIE PROFILES ALUMINUM,2014,V1107,1.0
TUNISIE PROFILES ALUMINUM- TPR,2016,V1107,0.9090909090909091
TUNISIE PROFILES ALUMINUM - TPR,2015,V1107,0.8928571428571429
LES GRANDS ATELIERS DU NORD (2),2014,V1108,1.0
LES GRANDS ATELIERS DU NORD - GAN (1),2016,V1108,0.8823529411764706
LES GRANDS ATELIERS DU NORD - GAN (1),2015,V1108,0.8823529411764706
MPCPROKIM,2014,V1109,1.0
MPC PROKIM (15),2016,V1109,0.75
MPC PROKIM (14),2015,V1109,0.75
ECONOMIC AUTO (6),2016,V111,1.0
ECONOMIC AUTO (7),2015,V111,0.9411764705882353
ECONOMIC AUTO (7),2014,V111,0.9411764705882353
LES INDUSTRIES CHIMIQUES DU FLUOR - ICE,2014,V1110,1.0
LES INDUSTRIES CHIMIQUES DU FLUOR,2016,V1110,0.9166666666666666
LES INDUSTRIES CHIMIQUES DU FLUOR,2015,V1110,0.9166666666666666
SOCIETE LAIT ET DERIV ES SER E,2014,V1111,1.0
SOCIETE LAIT ET DERIVES - SLD (2),2016,V1111,0.8571428571428572
SOCIETE LAIT ET DERIVES - SLD (2),2015,V1111,0.8571428571428572
RSRSA,2014,V1112,1.0
STAR,2016,V1112,0.6666666666666667
STAR,2015,V1112,0.6666666666666667
ITALO-TNNE EXPLOITATION PETROLIERE - SITEP,2015,V1113,1.0
ITALO-TNNE EXPLOITATION PETROLIERE - SITEP,2014,V1113,1.0
STE ITALO-TNNE EXPLOITATION PETROLIERE- SITEP,2016,V1113,0.9655172413793104
STE MODERNE DE CERAMIQUE - SOMOCER,2014,V1114,1.0
STE MODERNE CERAMIQUE - SOMOCER,2015,V1114,0.9538461538461538
STE MODERNE CERAMIQUE - SOMOCER (13),2016,V1114,0.9142857142857143
CHAARANE ET CIE,2014,V1115,1.0
CARTHAGE CEMENT,2016,V1115,0.8
CIE TNNE PHARMACEUTIQUE - COTUPHA,2015,V1116,1.0
CIE TNNE PHARMACEUTIQUE - COTUPHA,2014,V1116,1.0
COMPAGNIE TUNISIENNE PHARMACEUTIQUE- COTUPHA,2016,V1116,0.8311688311688312
AGENCE EONCIERE HARITATION - AEH,2014,V1117,1.0
AGENCE FONCIERE HABITATION - AFH,2015,V1117,0.90625
AGENCE FONCIERE HABITATION- AFH,2016,V1117,0.8888888888888888
STE MEUNIERE TUNISIENNE (10),2014,V1118,1.0
STE MEUNIERE TUNISIENNE- SMT (8),2015,V1118,0.8666666666666667
STE MEUNIERE TUNISIENNE- SMT  (8),2016,V1118,0.8524590163934427
TUNIS RE,2016,V1119,1.0
TUNIS RE,2015,V1119,1.0
TUNIS RE,2014,V1119,1.0
CTAMA,2016,V112,1.0
CTAMA,2015,V112,1.0
CTAMA,2014,V112,1.0
CARTE,2016,V1120,1.0
CARTE,2015,V1120,1.0
CARTE,2014,V1120,1.0
LES V1GNERONS DE CARTHAGE,2014,V1121,1.0
LES VIGNERONS DE CARTHAGE,2016,V1121,0.96
LES VIGNERONS DE CARTHAGE,2015,V1121,0.96
STE TNNE ROISSONS GAZEUSES (3),2014,V1122,1.0
STE TNNE BOISSONS GAZEUSES - STBG (2),2016,V1122,0.835820895522388
STE COMMERCIALS PROD.CHIMIQUES - SCPC (15),2014,V1123,1.0
STE COMMERCIAL PRODUITS CHIMIQUES - SCPC (15),2015,V1123,0.9425287356321839
STE COMMERCIAL PRODUITS CHIMIQUES- SCPC (17),2016,V1123,0.9302325581395349
STE INDUSTRIES CONSERVES AL1MENTAIRES,2014,V1124,1.0
STE INDUSTRIES CONSERVES ALIMENTAIRES- SICAM,2016,V1124,0.8888888888888888
STE INDUS. CONSERVES ALIMENTAIRES - SICAM,2015,V1124,0.8461538461538461
SOCIETE TTS (8),2014,V1125,1.0
SOCIETE TTS (7),2016,V1125,0.9333333333333333
SOCIETE TTS,2015,V1125,0.8461538461538461
MUTUELLE ASSURANCE ENSEIGNEMENT - MAE,2015,V1126,1.0
MUTUELLE ASSURANCE ENSEIGNEMENT - MAE,2014,V1126,1.0
MUTUELLE ASSURANCE ENSEIGNEMENT- MAE,2016,V1126,0.9863013698630136
STE TUNISO-ANDALOUSE CIMENT RLANC - SOTACIR,2014,V1127,1.0
STE TUNISO-ANDALOUSE CIMENT BLANC - SOTACIB,2015,V1127,0.9534883720930233
STE TUNISO-ANDALOUSE CIMENT BLANC- SOTACIB,2016,V1127,0.9411764705882353
LARORATOIRE ADVVYA,2014,V1128,1.0
LABORATOIRE ADWYA,2016,V1128,0.8571428571428572
LABORATOIRES ADWYA,2015,V1128,0.8333333333333334
TUNIS AIR HANDLING (5),2014,V1129,1.0
TUNISAIR HANDLING (6),2015,V1129,0.9302325581395349
IGL INDUSTRIE  (20),2016,V1129,0.7804878048780488
STE NAT IMMOBILIERE TUNISIE - SNIT,2016,V113,1.0
STE NAT IMMOBILIERE TUNISIE - SNIT,2015,V113,1.0
STE NAT IMMORILIERE TUNISIE - SNIT,2014,V113,0.9705882352941176
SOTUDIS,2014,V1130,1.0
SNIT-SUD,2016,V1130,0.8
SNIT-SUD,2015,V1130,0.8
STE TNNE ENGRAIS CHIMIQUES - STEC,2015,V1131,1.0
STE TNNE ENGRAIS CHIMIQUES - STEC,2014,V1131,1.0
STE NAT CHEMINS FER TUNISIEN- SNCFT,2016,V1131,0.8823529411764706
METRE ATEX (12),2014,V1132,1.0
MEUBLATEX (12),2015,V1132,0.7586206896551724
ASTRAL,2016,V1133,1.0
ASTRAL,2014,V1133,1.0
ASSURANCES RLAT,2014,V1134,1.0
ASSURANCES BIAT,2016,V1134,0.8666666666666667
ASSURANCES BIAT,2015,V1134,0.8666666666666667
IGL DISTRIRUTTON,2014,V1135,1.0
TOTAL TUNISIE,2016,V1135,0.7586206896551724
ECONOMIC AUTO (7),2015,V1136,1.0
ECONOMIC AUTO (7),2014,V1136,1.0
ECONOMIC AUTO (6),2016,V1136,0.9411764705882353
INDUSTRIELLE DES TEXTILES,2016,V1137,1.0
INDUSTRIELLE DES TEXTILES,2015,V1137,1.0
INDUSTRIELLE DES TEXTILES,2014,V1137,1.0
STE DEMCO INTER,2016,V1138,1.0
STE DEMCO INTER,2015,V1138,1.0
STE DEMCO INTER,2014,V1138,1.0
TRAPSA,2016,V1139,1.0
TRAPSA,2015,V1139,1.0
TRAPSA,2014,V1139,1.0
AGENCE FONCIERE HABITATION- AFH,2016,V114,1.0
AGENCE FONCIERE HABITATION - AFH,2015,V114,0.9841269841269842
AGENCE EONCIERE HARITATION - AEH,2014,V114,0.8888888888888888
CIE TNNE RESSORTS LAMES - COTREL (13),2014,V1140,1.0
CIE TNNE RESSORTS LAMES - COTREL (11),2015,V1140,0.972972972972973
CIE TNNE RESSORTS LAMES- COTREL (12),2016,V1140,0.9589041095890412
STE TRACTEURS DIESEL - SOTRADIES,2015,V1141,1.0
STE TRACTEURS DIESEL - SOTRADIES,2014,V1141,1.0
STE TRACTEURS DIESEL- SOTRADIES,2016,V1141,0.9841269841269842
LES CIMENTS DE RIZERTE,2014,V1142,1.0
LES CIMENTS DE BIZERTE,2016,V1142,0.9545454545454546
LES CIMENTS DE BIZERTE,2015,V1142,0.9545454545454546
ZITA (9),2015,V1143,1.0
ZITA (9),2014,V1143,1.0
